"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Ben Seghir, Eliesse";"Maroc / France";"AM LC";"Bayer 04 Leverkusen";"11";"3";"96130";"75258170";"16.02.2005";"30.06.2030";"2000104892";"901"
"Foderingham, Wes";"Angleterre";"GK";"Aris Limassol";"0";"0";"3580";"347999990";"14.01.1991";"31.05.2027";"28010402";"453"
"Fofana, Yahia";"Côte d'Ivoire / France";"GK";"Rizespor";"25";"0";"44110";"6103600";"21.08.2000";"30.06.2028";"48043476";"130366"
"Travers, Mark";"Irlande";"GK";"Everton";"4";"0";"46400";"11723250";"18.05.1999";"30.06.2029";"52080573";"650"
"Zentner, Robin";"Allemagne";"GK";"1. FSV Mainz 05";"0";"0";"34610";"3947260";"28.10.1994";"30.06.2028";"91105813";"918"
"Unsain, Ezequiel";"Argentine";"GK";"Necaxa";"0";"0";"15970";"5384270";"09.03.1995";"30.06.2027";"14075273";"1258"
"Evjen, Håkon";"Norvège";"AM C";"Bodø/Glimt";"1";"0";"3020";"7603150";"14.02.2000";"31.12.2028";"53145323";"1293"
"Arango, Cristian";"Colombie / États-Unis";"AM/F C";"Atlético Nacional";"2";"0";"14000";"7651330";"09.03.1995";"31.12.2027";"76035677";"427"
"Afif, Akram";"Qatar / Tanzanie";"AM L, ST";"Al Sadd";"125";"40";"96130";"22929030";"18.11.1996";"30.06.2030";"18091019";"102853"
"Banza, Simon ";"R.D. Congo / France";"ST";"-";"12";"2";"0";"0";"13.08.1996";"-";"2002042478";"-1"
"Lenglet, Clément";"France";"D C";"A. Madrid";"16";"1";"62690";"29232310";"17.06.1995";"30.06.2028";"85078880";"1687"
"Gayà, José";"Espagne";"D/WB/AM L";"Valencia";"22";"3";"112080";"24563270";"25.05.1995";"30.06.2027";"67178177";"1775"
"Orozco Chiquete, Jesús";"Mexique";"D C";"Cruz Azul";"8";"0";"16050";"6832090";"19.02.2002";"31.12.2028";"2000030226";"1254"
"Roca, Marc";"Espagne";"DM, M LC";"Real Hispalis";"0";"0";"42970";"23570810";"26.11.1996";"30.06.2029";"67211094";"1733"
"Krafth, Emil";"Suède";"D RC";"Newcastle";"50";"0";"52200";"9583810";"02.08.1994";"30.06.2026";"93031462";"688"
"Philogene, Jaden";"Angleterre";"AM RL";"Ipswich";"0";"0";"46400";"45603460";"08.02.2002";"30.06.2029";"28127066";"667"
"Riquelme, Rodrigo";"Espagne";"WB L, AM RLC";"Real Hispalis";"2";"0";"45960";"34209620";"02.04.2000";"30.06.2030";"67259880";"1733"
"Longstaff, Sean";"Angleterre";"DM";"Leeds";"0";"0";"63800";"33611000";"30.10.1997";"30.06.2029";"28100360";"671"
"Osterhage, Patrick";"Allemagne";"DM";"Sport-Club Freiburg";"0";"0";"34610";"8590250";"01.02.2000";"30.06.2029";"91187649";"944"
"Gorosabel, Andoni";"Espagne / Pays Basque";"D/WB R";"A. Bilbao";"0";"0";"30100";"4565290";"04.08.1996";"30.06.2028";"67202652";"1664"
"Frendrup, Morten";"Danemark";"DM";"Genoa";"2";"0";"19860";"14519620";"07.04.2001";"30.06.2028";"27132198";"1132"
"Meza, Maximiliano";"Argentine";"AM RC";"River Plate";"11";"0";"15460";"1950530";"15.12.1992";"31.12.2026";"14061320";"94"
"Singo, Wilfried";"Côte d'Ivoire";"D RC";"Galatasaray";"30";"0";"115670";"28751120";"25.12.2000";"30.06.2030";"12078947";"1871"
"André, Benjamin";"France";"DM";"LOSC";"0";"0";"51910";"347999990";"03.08.1990";"30.06.2028";"85028361";"858"
"Valbuena, Mathieu";"France / Espagne";"AM RLC";"Olympiacos";"52";"8";"2020";"27420";"28.09.1984";"30.06.2026";"8430055";"981"
"Chema Andrés";"Espagne";"DM";"VfB Stuttgart";"0";"0";"23070";"65161190";"25.04.2005";"30.06.2030";"2000220048";"960"
"Miretti, Fabio";"Italie";"DM, AM LC";"Juventus";"1";"0";"35660";"37292250";"03.08.2003";"30.06.2027";"43500510";"1139"
"Vitinha";"Portugal";"AM LC, F C";"Genoa";"0";"0";"64200";"12491690";"15.03.2000";"30.06.2028";"83227945";"1132"
"Pepelu";"Espagne";"DM";"Valencia";"0";"0";"41130";"34570520";"11.08.1998";"30.06.2028";"67207683";"1775"
"Danilo";"Brésil";"D RLC";"FLA";"66";"1";"19950";"347999990";"15.07.1991";"31.12.2026";"19099575";"322"
"Da Cunha, Lucas";"France / Portugal";"DM, AM C";"Como";"0";"0";"14840";"18463800";"09.06.2001";"30.06.2029";"49038940";"1123"
"McGregor, Callum";"Écosse";"DM";"Celtic";"63";"3";"42920";"347999990";"14.06.1993";"31.05.2028";"61036844";"1569"
"Vecino, Matías";"Uruguay / Italie";"DM";"Vigo";"69";"5";"31950";"3015180";"24.08.1991";"30.06.2027";"78040720";"1724"
"de la Vega, Pedro";"Argentine / Espagne / États-Unis";"AM RLC";"Seattle";"0";"0";"22770";"11217690";"07.02.2001";"31.12.2027";"14217264";"72014006"
"Gómez, Sergio";"Espagne";"D/WB L, AM RL";"Real San Sebastián";"1";"0";"50120";"40525250";"04.09.2000";"30.06.2027";"67258414";"1742"
"Ampadu, Ethan";"Pays de Galles / Angleterre / Irlande";"D C, DM";"Leeds";"56";"0";"40600";"41916600";"14.09.2000";"30.06.2027";"29175064";"671"
"Chytil, Mojmír";"Rép. tchèque";"ST";"Slavia";"18";"6";"3480";"6786000";"29.04.1999";"30.06.2027";"25061897";"474"
"Vukotic, Aleksandar";"Serbie / Bosnie";"D C";"SV Darmstadt 98";"0";"0";"11540";"1421020";"22.07.1995";"30.06.2028";"62097693";"108997"
"Sandro";"Espagne";"AM RL";"Las Palmas";"0";"0";"26920";"15804850";"09.07.1995";"30.06.2026";"67149094";"1772"
"Lala, Kenny";"France / Martinique";"D/WB R";"Brest";"0";"0";"13880";"347999990";"03.10.1991";"30.06.2027";"85051366";"2061"
"Amavi, Jordan";"France";"D/WB/M L";"-";"0";"0";"0";"0";"09.03.1994";"-";"85126966";"-1"
"Marcos Antonio";"Brésil";"DM, AM C";"SPO";"0";"0";"16460";"14463220";"13.06.2000";"31.12.2030";"19337942";"337"
"Milla, Pere";"Espagne";"AM RLC, F C";"Espanyol";"0";"0";"10020";"347999990";"23.09.1992";"30.06.2027";"67170824";"1725"
"Mignolet, Simon";"Belgique";"GK";"Club Brugge";"35";"0";"85210";"209660";"06.03.1988";"30.06.2026";"8167246";"186"
"Johansson, Viktor";"Suède";"GK";"Stoke";"9";"0";"23200";"14355000";"14.09.1998";"30.06.2027";"93060236";"721"
"Semedo, Nélson";"Portugal / Cap-Vert";"D/WB R";"Fenerbahçe";"44";"0";"96390";"347999990";"16.11.1993";"30.06.2027";"55061470";"1870"
"Gabriel Paulista";"Brésil / Espagne";"D C";"COR";"0";"0";"18040";"894300";"26.11.1990";"31.12.2027";"19127830";"319"
"Mascarell, Omar";"Guinée Éq. / Espagne";"DM";"Mallorca";"8";"0";"28840";"9193070";"02.02.1993";"30.06.2026";"67153634";"1726"
"Léo Baptistão";"Brésil / Espagne / Italie";"AM RLC, F C";"Almería";"0";"0";"29770";"2588580";"26.08.1992";"30.06.2026";"67153647";"1661"
"Višca, Edin";"Bosnie";"AM RL";"Trabzonspor";"55";"10";"36090";"337800";"17.02.1990";"30.06.2026";"62027632";"1879"
"Álvaro Fernández";"Espagne / Pays Basque";"GK";"Coruña";"1";"0";"24240";"12405690";"13.04.1998";"30.06.2027";"67246951";"1705"
"Mier, Kevin";"Colombie";"GK";"Necaxa";"3";"0";"17820";"6492030";"18.05.2000";"30.06.2030";"76053252";"1258"
"Gouweleeuw, Jeffrey";"Pays-Bas";"D C";"FC Augsburg";"0";"0";"28840";"1271600";"10.07.1991";"30.06.2026";"37004721";"2238"
"Díaz, Enzo";"Argentine";"D/WB L";"SPO";"0";"0";"12800";"9688280";"07.12.1995";"31.12.2028";"14184324";"337"
"Ditta, Willer";"Colombie";"D C";"Cruz Azul";"3";"0";"20240";"7241210";"23.01.1998";"30.06.2026";"76053523";"1254"
"Léo Scienza";"Brésil / Luxembourg";"AM RLC";"Southampton";"0";"0";"34800";"37004000";"13.09.1998";"30.06.2029";"2000019509";"713"
"Calatrava, Álex";"Espagne";"AM RC";"Castellón";"0";"0";"25030";"5012400";"22.06.2000";"30.06.2028";"2000132470";"1690"
"Lozano, Pol";"Espagne";"DM";"Espanyol";"0";"0";"10650";"27499280";"06.10.1999";"30.06.2027";"67246431";"1725"
"Ugarte, Manuel";"Uruguay";"DM";"Man Utd";"31";"1";"174000";"47161730";"11.04.2001";"30.06.2029";"78084541";"680"
"Lynen, Senne";"Belgique";"DM";"SV Werder Bremen";"0";"0";"34610";"9019760";"19.02.1999";"30.06.2029";"18096574";"948"
"Hanche-Olsen, Andreas";"Norvège";"D RC";"1. FSV Mainz 05";"17";"0";"28840";"4736720";"17.01.1997";"30.06.2028";"53102029";"918"
"Francés, Alejandro";"Espagne";"D RLC";"Girona";"0";"0";"9520";"52028700";"01.08.2002";"30.06.2029";"67281886";"814089"
"Piccoli, Roberto";"Italie";"ST";"Fiorentina";"0";"0";"57060";"8308550";"27.01.2001";"30.06.2030";"43372280";"1129"
"Doucouré, Cheick";"Mali";"DM";"Crystal Palace";"14";"0";"92800";"23996050";"08.01.2000";"30.06.2029";"13194021";"642"
"Teze, Jordan";"Pays-Bas / Congo";"D RC, DM";"AS Monaco";"4";"0";"37590";"15541850";"30.09.1999";"30.06.2029";"37058008";"826"
"Moreno, Álex";"Espagne";"D/WB/AM L";"Girona";"0";"0";"38590";"347999990";"08.06.1993";"30.06.2027";"67153373";"814089"
"Kuchta, Jan";"Rép. tchèque";"ST";"Sparta Prague";"28";"3";"12300";"4147000";"08.01.1997";"30.06.2027";"25045605";"476"
"Padt, Sergio";"Pays-Bas / Italie";"GK";"Ludogorets";"0";"0";"8580";"347999990";"06.06.1990";"30.06.2027";"37005636";"22003969"
"Muçi, Ernest";"Albanie";"AM LC, F C";"Trabzonspor";"16";"3";"43380";"16014620";"19.03.2001";"30.06.2027";"11035674";"1879"
"Silva, Tiago";"Portugal";"AM C";"Al Rayyan";"0";"0";"45130";"347999990";"02.06.1993";"30.06.2028";"55060877";"3400801"
"Barnes, Harvey";"Angleterre / Écosse";"AM RLC";"Newcastle";"1";"0";"139200";"38106000";"09.12.1997";"30.06.2028";"28100207";"688"
"Atubolu, Noah";"Allemagne / Nigeria";"GK";"Sport-Club Freiburg";"0";"0";"24030";"26344170";"25.05.2002";"30.06.2027";"91188349";"944"
"Pineda, Orbelín";"Mexique";"AM LC";"AEK";"85";"12";"28450";"23570810";"24.03.1996";"30.06.2027";"51052239";"967"
"Jaime, Iván";"Espagne";"AM LC";"CF Montréal";"0";"0";"23560";"5237960";"26.09.2000";"30.06.2028";"67262227";"2000152066"
"Zubeldia, Igor";"Espagne / Pays Basque";"D C, DM";"Real San Sebastián";"0";"0";"53240";"50123990";"30.03.1997";"30.06.2029";"67215898";"1742"
"Fran García";"Espagne";"D/WB/M L";"R. Madrid";"2";"0";"99970";"32480340";"14.08.1999";"30.06.2027";"67245235";"1736"
"Holeš, Tomáš";"Rép. tchèque";"D C";"Slavia";"37";"2";"8200";"3070230";"31.03.1993";"30.06.2026";"25034135";"474"
"Badía, Edgar";"Espagne";"GK";"Leonesa";"0";"0";"23040";"2959560";"11.02.1992";"30.06.2026";"67080544";"2093"
"Bayindir, Altay";"Turquie";"GK";"Man Utd";"10";"0";"46400";"6699000";"14.04.1998";"30.06.2027";"70099201";"680"
"Diakhaby, Mouctar";"Guinée / France";"D C, DM";"Valencia";"16";"1";"76900";"38209520";"19.12.1996";"30.06.2027";"48036643";"1775"
"Belloumi, Mohamed";"Algérie";"AM R";"Hull";"0";"0";"17630";"26413200";"01.06.2002";"30.06.2028";"2000184286";"665"
"Ruiz, Marcel";"Mexique";"AM C";"Toluca";"8";"0";"22070";"11199270";"26.10.2000";"30.06.2027";"51072604";"102355"
"Tormena";"Brésil";"D C";"Krasnodar";"0";"0";"25400";"6324350";"04.01.1996";"30.06.2029";"19215576";"58029064"
"Fagioli, Nicolò";"Italie";"DM, AM C";"Fiorentina";"7";"0";"64200";"26709960";"12.02.2001";"30.06.2028";"43372948";"1129"
"Boga, Jérémie";"Côte d'Ivoire / France";"AM LC";"Juventus";"24";"1";"53590";"8631350";"03.01.1997";"30.06.2027";"28084880";"1139"
"Burgess, Cameron";"Australie / Écosse";"D C";"Swansea";"17";"0";"20880";"12058200";"21.10.1995";"30.06.2028";"28087596";"724"
"Niakhaté, Moussa";"Sénégal / France";"D C";"OL";"18";"0";"69210";"25902510";"08.03.1996";"30.06.2028";"48037362";"865"
"Dani Rodríguez";"Espagne";"AM RLC";"Leganés";"0";"0";"23930";"1021400";"06.06.1988";"30.06.2026";"1509441";"1678"
"Morales, José Luis";"Espagne";"AM RL, ST";"Levante";"0";"0";"34490";"2257840";"23.07.1987";"30.06.2026";"67030120";"1717"
"Makoumbou, Antoine";"Congo / France";"DM";"Samsunspor";"18";"1";"35340";"13388220";"18.07.1998";"30.06.2029";"85144802";"1878"
"Duarte, Rubén";"Espagne";"D LC";"Pumas";"0";"0";"13760";"6631150";"18.10.1995";"30.06.2027";"67158096";"1260"
"Murillo, Amir";"Panama / États-Unis";"D RC";"Besiktas";"83";"9";"54220";"12992140";"11.02.1996";"30.06.2028";"80028885";"1866"
"Shoji, Gen";"Japon";"D C, DM";"FC Machida";"20";"1";"13370";"831980";"11.12.1992";"31.01.2026";"45035554";"788837"
"Kahlina, Kristijan";"Croatie / États-Unis";"GK";"Charlotte FC";"0";"0";"13020";"347999990";"24.07.1992";"31.12.2026";"24014303";"2000032491"
"Avdullahu, Leon";"Kosovo / Suisse";"DM";"TSG Hoffenheim";"0";"0";"38450";"53156490";"23.02.2004";"30.06.2030";"2000028607";"879226"
"Diao, Assane";"Sénégal / Espagne";"AM RL, ST";"Como";"2";"0";"17930";"87716990";"07.09.2005";"30.06.2029";"2000210791";"1123"
"Klostermann, Lukas";"Allemagne";"D RLC";"RB Leipzig";"22";"0";"124970";"3045030";"03.06.1996";"30.06.2028";"91134708";"91013388"
"Gélson Dala";"Angola / Portugal";"AM LC, F C";"Al-Wakrah";"45";"20";"26580";"8095930";"13.07.1996";"30.06.2029";"13153835";"135411"
"Alex Telles";"Brésil / Italie";"D/WB L";"BOT";"12";"0";"15570";"347999990";"15.12.1992";"31.12.2026";"19162830";"316"
"Buchanan, Tajon";"Canada / Jamaïque";"WB/AM R";"Villarreal";"51";"8";"48050";"29999210";"08.02.1999";"30.06.2030";"72052880";"1777"
"Darlow, Karl";"Pays de Galles / Angleterre";"GK";"Leeds";"7";"0";"34800";"2399310";"08.10.1990";"30.06.2026";"29021698";"671"
"Santos, Tiago";"Portugal";"D/WB/AM R";"LOSC";"0";"0";"19280";"20590930";"23.07.2002";"30.06.2029";"83283239";"858"
"Perraud, Romain";"France";"D/WB L";"LOSC";"0";"0";"21710";"11676230";"22.09.1997";"30.06.2028";"48036809";"858"
"Castagne, Timothy";"Belgique";"D/WB RL";"Fulham";"54";"2";"104400";"33408000";"05.12.1995";"30.06.2027";"18074558";"654"
"Berghuis, Steven";"Pays-Bas";"AM RC";"Ajax";"46";"2";"70170";"2155470";"19.12.1991";"30.06.2027";"37024265";"992"
"Minteh, Yankuba";"Gambie";"AM RL";"Brighton";"15";"5";"47330";"71626130";"22.07.2004";"30.06.2029";"2000195626";"618"
"Santos, Nuno";"Portugal";"WB/AM L";"Sporting CP";"0";"0";"20550";"14778560";"13.02.1995";"30.06.2027";"55070264";"1489"
"Randolph, Darren";"Irlande / États-Unis";"GK";"-";"50";"0";"0";"0";"12.05.1987";"-";"5004726";"-1"
"Cuenca, Jorge";"Espagne";"D C";"Fulham";"0";"0";"63800";"33408000";"17.11.1999";"30.06.2028";"67248170";"654"
"Amenda, Aurèle";"Suisse / Cameroun";"D C";"Eintracht Frankfurt";"4";"0";"23070";"27066960";"31.07.2003";"30.06.2029";"84161623";"912"
"Renan Lodi";"Brésil";"D/WB/M L";"ATM";"19";"0";"15350";"12687040";"08.04.1998";"31.12.2031";"19259027";"314"
"Rosier, Valentin";"France / Guadeloupe";"D/WB R";"Atlético Pamplona";"0";"0";"20480";"5521660";"19.08.1996";"30.06.2028";"50047466";"1685"
"Ortega, Stefan";"Allemagne / Espagne";"GK";"Nott'm Forest";"0";"0";"69600";"16310610";"06.11.1992";"30.06.2026";"91100272";"692"
"Catena, Alejandro";"Espagne";"D C";"Atlético Pamplona";"0";"0";"42410";"10024800";"28.10.1994";"30.06.2028";"67210735";"1685"
"Andreas Pereira";"Brésil / Belgique";"AM LC";"SEP";"10";"2";"19280";"14122340";"01.01.1996";"31.12.2028";"28085588";"329"
"Gbané, Mory";"Côte d'Ivoire";"DM";"Reims";"2";"0";"11750";"9131400";"25.12.2000";"30.06.2029";"24066238";"2047"
"Grillitsch, Florian";"Autriche";"D C, DM";"BRG";"53";"1";"20050";"25713610";"07.08.1995";"30.06.2027";"16096614";"1488"
"Pinto, Dinis";"Portugal";"D/WB/M R";"Moreirense";"0";"0";"1550";"6496070";"24.08.2000";"30.06.2027";"83319855";"2389"
"Nicolaisen, Rasmus";"Danemark";"D C";"Toulouse FC";"0";"0";"10600";"7659270";"16.03.1997";"30.06.2028";"27100972";"886"
"Sornoza, Junior";"Équateur";"AM RC";"Independiente del Valle";"16";"2";"5110";"347999990";"28.01.1994";"31.12.2027";"86029992";"80001277"
"Calebe";"Brésil";"AM RLC";"Alavés";"0";"0";"3630";"7633910";"30.04.2000";"31.12.2028";"19363221";"1688"
"Aleñá, Carles";"Espagne";"AM C";"Alavés";"0";"0";"33740";"24749350";"05.01.1998";"30.06.2029";"67213011";"1688"
"Tolisso, Corentin";"France / Togo";"DM, AM C";"OL";"28";"2";"103820";"16392370";"03.08.1994";"30.06.2027";"29114971";"865"
"Lekue, Íñigo";"Espagne / Pays Basque";"D/WB RL, M R";"A. Bilbao";"0";"0";"34010";"13626060";"04.05.1993";"30.06.2026";"67184347";"1664"
"Loftus-Cheek, Ruben";"Angleterre / Guyana";"DM, AM C";"Casciavit";"10";"0";"98900";"17999530";"23.01.1996";"30.06.2027";"28068727";"1099"
"Clarke, Jack";"Angleterre";"AM RL";"Ipswich";"0";"0";"40600";"23200000";"23.11.2000";"30.06.2029";"29186418";"667"
"Fuster, Manu";"Espagne";"AM LC";"Las Palmas";"0";"0";"4810";"11578640";"22.10.1997";"30.06.2028";"67272544";"1772"
"Götze, Mario";"Allemagne";"AM RLC";"Eintracht Frankfurt";"64";"16";"67290";"3569220";"03.06.1992";"30.06.2026";"35017438";"912"
"Muharemovic, Tarik";"Bosnie / Slovénie";"D C";"Sassuolo";"6";"1";"8870";"9347120";"28.02.2003";"30.06.2031";"16337326";"3800256"
"Arthur Chaves";"Brésil / Italie / Allemagne";"D RC";"FC Augsburg";"0";"0";"34610";"4060040";"29.01.2001";"30.06.2030";"19335705";"2238"
"Irvine, Jackson";"Australie / Écosse";"DM";"FC St. Pauli";"78";"14";"19220";"347999990";"07.03.1993";"30.06.2027";"61041668";"946"
"Gorrotxategi, Jon";"Espagne / Pays Basque";"DM";"Real San Sebastián";"0";"0";"45020";"58775400";"02.02.2002";"30.06.2030";"2000131424";"1742"
"Aebischer, Michel";"Suisse";"DM";"Pisa";"32";"2";"19860";"6685540";"06.01.1997";"30.06.2027";"98040986";"2215"
"Andrés Fernández";"Espagne";"GK";"Almería";"0";"0";"29770";"347999990";"16.12.1986";"30.06.2027";"67015052";"1661"
"Stöger, Kevin";"Autriche";"DM, AM C";"Borussia M'gladbach";"5";"0";"57680";"347999990";"27.08.1993";"30.06.2027";"92012093";"908"
"Bruma";"Portugal / Guinée-Bissau";"AM RL";"Benfica";"12";"2";"29610";"13441390";"24.10.1994";"30.06.2028";"55026952";"1487"
"Mora, Gilberto";"Mexique";"AM LC";"Tijuana";"3";"0";"60";"7515650";"14.10.2008";"30.06.2028";"2000496104";"136021"
"Laba, Kodjo";"Togo";"ST";"Al-Ain FC";"52";"20";"32940";"2742080";"27.01.1992";"30.06.2026";"13189534";"950376"
"Poulsen, Yussuf";"Danemark / Tanzanie";"ST";"Hamburger SV";"86";"14";"38450";"2695570";"15.06.1994";"30.06.2027";"27051813";"947"
"Romero, Iván";"Espagne";"AM RL, ST";"Levante";"0";"0";"27030";"10526040";"10.04.2001";"30.06.2028";"67295596";"1717"
"Barco, Esequiel";"Argentine / États-Unis";"AM LC";"Spartak Moscow";"0";"0";"48060";"14122810";"29.03.1999";"30.06.2027";"14181052";"1529"
"Shpendi, Cristian";"Albanie / Italie";"AM/F C";"Cesena FC";"0";"0";"13750";"5458500";"19.05.2003";"30.06.2028";"43616541";"1120"
"Terrats, Ramón";"Espagne";"DM, AM C";"Espanyol";"0";"0";"20050";"23570810";"18.10.2000";"30.06.2028";"2000063225";"1725"
"Arnstad, Kristian";"Norvège";"AM LC";"AGF";"0";"0";"11500";"7049890";"07.09.2003";"30.06.2029";"53182865";"482"
"Valente, Luciano";"Pays-Bas / Italie";"AM RLC";"Feyenoord";"0";"0";"9020";"31081890";"04.10.2003";"30.06.2030";"37076262";"1013"
"Rouault, Anthony";"France";"D RC";"Rennes";"0";"0";"38450";"20835460";"29.05.2001";"30.06.2029";"49047179";"884"
"Ranieri, Luca";"Italie";"D LC";"Fiorentina";"0";"0";"42800";"13755430";"23.04.1999";"30.06.2028";"43270506";"1129"
"Caprari, Gianluca";"Italie";"AM LC, F C";"Padova";"1";"0";"12840";"1803790";"30.07.1993";"30.06.2026";"43067331";"1154"
"Altimira, Sergi";"Espagne";"DM";"Real Hispalis";"0";"0";"42970";"29414430";"25.08.2001";"30.06.2029";"2000116169";"1733"
"Fer López";"Espagne";"AM RC";"Vigo";"0";"0";"52200";"37243730";"24.05.2004";"30.06.2030";"2000300956";"1724"
"Williams, Iñaki";"Ghana / Espagne / Pays Basque";"AM RLC, F C";"A. Bilbao";"23";"2";"173030";"347999990";"15.06.1994";"30.06.2028";"67184349";"1664"
"Alcaraz, Carlos";"Argentine";"AM C";"Everton";"0";"0";"63800";"48720000";"30.11.2002";"30.06.2027";"14238164";"650"
"Marcão";"Brésil";"D C";"Sevilla";"0";"0";"84210";"14210150";"05.06.1996";"30.06.2028";"19190440";"1759"
"McKenna, Scott";"Écosse";"D C";"Dinamo";"43";"1";"16340";"5031740";"12.11.1996";"30.06.2029";"61064267";"432"
"Dabbur, Munas";"Israël";"ST";"Baniyas";"40";"15";"67470";"3376330";"14.05.1992";"30.06.2028";"42024353";"7004292"
"Montiel, Gonzalo";"Argentine / Espagne";"D R";"River Plate";"36";"1";"17170";"11773000";"01.01.1997";"31.12.2028";"14136122";"94"
"Muriel, Luis";"Colombie";"AM LC, F C";"Junior";"44";"8";"24470";"347999990";"16.04.1991";"31.12.2027";"76015142";"419"
"Nelsson, Victor";"Danemark";"D C";"Hellas Verona";"16";"0";"31330";"4763780";"14.10.1998";"30.06.2027";"27107366";"2201"
"Clyne, Nathaniel";"Angleterre";"D RLC";"Crystal Palace";"14";"0";"34800";"739550";"05.04.1991";"30.06.2026";"28019851";"642"
"Carvalho, William";"Portugal / Angola";"M C";"Pachuca";"80";"5";"18380";"2612650";"07.04.1992";"30.06.2026";"55012106";"116204"
"Gómez, Valentín";"Argentine / Espagne";"D LC";"Real Hispalis";"0";"0";"41480";"57051130";"26.06.2003";"30.06.2030";"2000077331";"1733"
"Raphael Veiga";"Brésil";"AM C";"Club América";"6";"0";"14620";"4294070";"19.06.1995";"31.12.2028";"19233491";"1253"
"Wanitzek, Marvin";"Allemagne / Pologne";"AM LC";"Karlsruher SC";"0";"0";"23070";"347999990";"07.05.1993";"30.06.2029";"92062255";"931"
"Batz, Daniel";"Allemagne";"GK";"1. FSV Mainz 05";"0";"0";"9610";"1350600";"12.01.1991";"30.06.2026";"91004704";"918"
"Friedrich, Marvin";"Allemagne";"D C";"Borussia M'gladbach";"0";"0";"38450";"2375120";"13.12.1995";"30.06.2026";"92067018";"908"
"Binks, Luis";"Angleterre / Écosse";"D C";"Brøndby IF";"0";"0";"10070";"4350790";"02.09.2001";"30.06.2030";"28122833";"496"
"Elvedi, Nico";"Suisse";"D RC";"Borussia M'gladbach";"57";"2";"57680";"9283960";"30.09.1996";"30.06.2027";"98033057";"908"
"Imaz, Jesús";"Espagne";"AM/F C";"Jagiellonia";"0";"0";"4890";"347999990";"26.09.1990";"30.06.2027";"67102055";"710052"
"Manu García";"Espagne / États-Unis";"AM C";"Sporting KC";"1";"0";"38400";"8501470";"02.01.1998";"31.12.2027";"28100242";"72023746"
"Luiz Gustavo";"Brésil / Allemagne";"D C, DM";"ATP";"41";"2";"6650";"314660";"23.07.1987";"31.12.2026";"19016523";"107206"
"Bernardeschi, Federico";"Italie";"AM RLC, F C";"Bologna";"39";"6";"64200";"347999990";"16.02.1994";"30.06.2027";"43093476";"1111"
"Mihailovic, Djordje";"États-Unis / Serbie";"AM LC";"Toronto FC";"11";"3";"29310";"22262810";"10.11.1998";"31.12.2028";"72049175";"72000789"
"Aurier, Serge";"Côte d'Ivoire";"D/WB R";"-";"90";"4";"0";"0";"24.12.1992";"-";"85057643";"-1"
"Šemper, Adrian";"Croatie";"GK";"Pisa";"0";"0";"21400";"3789370";"12.01.1998";"30.06.2027";"24046412";"2215"
"Huijsen, Dean";"Espagne / Pays-Bas";"D C";"R. Madrid";"4";"0";"173030";"111626120";"14.04.2005";"30.06.2030";"2000109240";"1736"
"López, José Manuel";"Argentine";"ST";"SEP";"0";"0";"19280";"11435090";"06.12.2000";"31.12.2029";"2000044526";"329"
"Zimmerman, Walker";"États-Unis";"D C";"Toronto FC";"46";"3";"25760";"347999990";"19.05.1993";"30.06.2028";"72038786";"72000789"
